customer_number,fin_period,total_due,amt_current,amt_30_days,amt_60_days,amt_90_days,amt_120_days,amt_150_days,amt_180_days,amt_210_days,amt_240_days,amt_270_days,amt_300_days,amt_330_days,amt_360_days
RBEMC1,201804,13846.0,0.0,13846.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBEMC1,201805,13411.0,0.0,0.0,13411.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBEMC1,201806,12552.0,0.0,0.0,0.0,12552.0,0.0,0.0,0,0,0,0,0,0,0
RBEMC1,201807,11957.0,0.0,0.0,0.0,0.0,11957.0,0.0,0,0,0,0,0,0,0
RBEMC1,201808,11528.0,0.0,0.0,0.0,0.0,0.0,11528.0,0,0,0,0,0,0,0
RBEMC1,201809,11160.0,0.0,0.0,0.0,0.0,0.0,0.0,11160,0,0,0,0,0,0
RBEMC1,201810,9493.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9493,0,0,0,0,0
RBEMC1,201811,10241.0,748.0,0.0,0.0,0.0,0.0,0.0,0,0,9493,0,0,0,0
RBEMC1,201812,10241.0,0.0,748.0,0.0,0.0,0.0,0.0,0,0,0,9493,0,0,0
RBEMC1,201901,6280.0,0.0,0.0,748.0,0.0,0.0,0.0,0,0,0,0,5532,0,0
RBEMC1,201902,6280.0,0.0,0.0,0.0,748.0,0.0,0.0,0,0,0,0,0,5532,0
RBEMC1,201903,6393.0,113.0,0.0,0.0,0.0,748.0,0.0,0,0,0,0,0,0,5532
RBEMC1,201904,5964.0,0.0,113.0,0.0,0.0,0.0,748.0,0,0,0,0,0,0,5103
RBEMC1,201905,5964.0,0.0,0.0,113.0,0.0,0.0,0.0,748,0,0,0,0,0,5103
RBEMC1,201906,5964.0,0.0,0.0,0.0,113.0,0.0,0.0,0,748,0,0,0,0,5103
RBEMC1,201907,5964.0,0.0,0.0,0.0,0.0,113.0,0.0,0,0,748,0,0,0,5103
RBEMC1,201908,6225.0,261.0,0.0,0.0,0.0,0.0,113.0,0,0,0,748,0,0,5103
RBEMC1,201909,6225.0,0.0,261.0,0.0,0.0,0.0,0.0,113,0,0,0,748,0,5103
RBEMC1,201910,14155.0,7930.0,0.0,261.0,0.0,0.0,0.0,0,113,0,0,0,748,5103
RBEMC1,201911,14155.0,0.0,7930.0,0.0,261.0,0.0,0.0,0,0,113,0,0,0,5851
RBEMC1,201912,13665.0,0.0,0.0,7930.0,0.0,0.0,0.0,0,0,0,113,0,0,5622
RBEMC1,202001,10411.0,0.0,0.0,0.0,7930.0,0.0,0.0,0,0,0,0,113,0,2368
RBUG01,201804,139.08,139.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201805,356.82,217.74,139.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201806,2745.12,2745.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201807,2788.44,43.32,2745.12,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201808,2788.44,0.0,43.32,2745.12,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201809,429.78,0.0,0.0,43.32,386.46,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201810,17.1,17.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201811,3676.5,3659.4,17.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201812,3832.68,173.28,3659.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201901,7478.4,3645.72,173.28,3659.4,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201902,3645.72,0.0,3645.72,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201903,3645.72,0.0,0.0,3645.72,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201905,161.88,161.88,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201906,310.08,148.2,161.88,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201907,-111.15,-111.15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201908,-111.15,-111.15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201909,-111.15,-111.15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201910,-263.63,-263.63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201911,-263.63,-263.63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,201912,-263.63,-263.63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG01,202001,-263.63,-263.63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201808,2478.88,2478.88,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201809,5507.29,3028.41,2478.88,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201810,8772.25,3264.96,3028.41,2478.88,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201811,12194.01,5900.64,3264.96,3028.41,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201812,11509.44,1655.28,5900.64,3264.96,688.56,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201901,15078.78,7522.86,1655.28,5900.64,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201902,14522.75,6640.79,7522.86,359.1,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201903,17275.85,2753.1,6640.79,7522.86,359.1,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201904,11285.15,1435.26,2753.1,6640.79,456.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201905,6043.14,1398.78,1435.26,2753.1,456.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201906,3261.54,427.5,1398.78,1435.26,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201907,2762.1,2334.6,427.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201908,10246.08,7483.98,2334.6,427.5,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201909,10509.24,410.22,7483.98,2334.6,280.44,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201910,12616.41,2107.17,410.22,7483.98,2334.6,280.44,0.0,0,0,0,0,0,0,0
RBUG02,201911,9825.41,4748.49,2107.17,410.22,2559.53,0.0,0.0,0,0,0,0,0,0,0
RBUG02,201912,13589.57,3764.16,4748.49,2107.17,410.22,2559.53,0.0,0,0,0,0,0,0,0
RBUG02,202001,11222.34,2536.5,3764.16,4748.49,173.19,0.0,0.0,0,0,0,0,0,0,0
RBUGC1,201808,17782.0,17782.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUGC1,201809,21332.0,3550.0,17782.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUGC1,201810,18102.0,0.0,3550.0,14552.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUGC1,201811,23896.0,5794.0,0.0,3550.0,14552.0,0.0,0.0,0,0,0,0,0,0,0
RBUGC1,201812,25219.0,1323.0,5794.0,0.0,3550.0,14552.0,0.0,0,0,0,0,0,0,0
RBUGC1,201901,19137.0,0.0,1323.0,5794.0,0.0,0.0,12020.0,0,0,0,0,0,0,0
RBUGC1,201902,23183.0,4046.0,0.0,1323.0,5794.0,0.0,0.0,12020,0,0,0,0,0,0
RBUGC1,201903,25413.0,2230.0,4046.0,0.0,1323.0,5794.0,0.0,0,12020,0,0,0,0,0
RBUGC1,201904,24154.0,0.0,2230.0,4046.0,0.0,64.0,5794.0,0,0,12020,0,0,0,0
RBUGC1,201905,27748.0,3594.0,0.0,2230.0,4046.0,0.0,64.0,5794,0,0,12020,0,0,0
RBUGC1,201906,32520.0,4772.0,3594.0,0.0,2230.0,4046.0,0.0,64,5794,0,0,12020,0,0
RBUGC1,201907,31055.0,0.0,4772.0,3594.0,0.0,765.0,4046.0,0,64,5794,0,0,12020,0
RBUGC1,201908,24316.0,0.0,0.0,4772.0,3594.0,0.0,765.0,4046,0,64,5794,0,0,5281
RBUGC1,201909,24316.0,0.0,0.0,0.0,4772.0,3594.0,0.0,765,4046,0,64,5794,0,5281
RBUGC1,201910,31180.0,6864.0,0.0,0.0,0.0,4772.0,3594.0,0,765,4046,0,64,5794,5281
RBUGC1,201911,31668.0,488.0,6864.0,0.0,0.0,0.0,4772.0,3594,0,765,4046,0,64,11075
RBUGC1,201912,32939.0,1271.0,488.0,6864.0,0.0,0.0,0.0,4772,3594,0,765,4046,0,11139
RBUGC1,202001,30714.0,0.0,1271.0,488.0,6864.0,0.0,0.0,0,4772,3594,0,765,4046,8914
RBUN01,201803,283.29,0.0,0.0,283.29,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201804,1281.93,998.64,0.0,0.0,283.29,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201805,3054.42,2059.98,994.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201806,6258.96,3204.54,2059.98,994.44,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201807,7009.08,750.12,3204.54,2059.98,994.44,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201808,7009.08,0.0,750.12,3204.54,2059.98,994.44,0.0,0,0,0,0,0,0,0
RBUN01,201809,4318.32,363.66,0.0,750.12,3204.54,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201810,957.6,525.54,363.66,0.0,68.4,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201811,1101.24,143.64,525.54,363.66,0.0,68.4,0.0,0,0,0,0,0,0,0
RBUN01,201812,1101.24,0.0,143.64,525.54,363.66,0.0,68.4,0,0,0,0,0,0,0
RBUN01,201901,1101.24,0.0,0.0,143.64,525.54,363.66,0.0,68,0,0,0,0,0,0
RBUN01,201902,121.98,121.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201903,3986.58,3864.6,121.98,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201904,3986.58,0.0,3864.6,121.98,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201905,4475.64,489.06,0.0,3864.6,121.98,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201906,4060.68,0.0,489.06,0.0,3571.62,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201907,3986.58,0.0,0.0,489.06,0.0,3497.52,0.0,0,0,0,0,0,0,0
RBUN01,201908,2494.7,0.0,0.0,0.0,489.06,0.0,2005.64,0,0,0,0,0,0,0
RBUN01,201909,3168.82,2166.0,0.0,0.0,0.0,0.0,0.0,1002,0,0,0,0,0,0
RBUN01,201910,3267.24,1590.3,1676.94,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201911,2816.94,0.0,1590.3,1226.64,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUN01,201912,2816.94,0.0,0.0,1590.3,1226.64,0.0,0.0,0,0,0,0,0,0,0
RBUN01,202001,2816.94,0.0,0.0,0.0,1590.3,1226.64,0.0,0,0,0,0,0,0,0
RBUNC1,201803,8243.0,8243.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUNC1,201804,17057.0,8814.0,8243.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUNC1,201805,15250.0,0.0,8814.0,6436.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUNC1,201806,12682.0,0.0,0.0,8814.0,3868.0,0.0,0.0,0,0,0,0,0,0,0
RBUNC1,201807,12363.0,0.0,0.0,0.0,8814.0,3549.0,0.0,0,0,0,0,0,0,0
RBUNC1,201808,12363.0,0.0,0.0,0.0,0.0,8814.0,3549.0,0,0,0,0,0,0,0
RBUNC1,201809,12044.0,0.0,0.0,0.0,0.0,0.0,8814.0,3230,0,0,0,0,0,0
RBUNC1,201810,12044.0,0.0,0.0,0.0,0.0,0.0,0.0,8814,3230,0,0,0,0,0
RBUNC1,201811,12044.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8814,3230,0,0,0,0
RBUNC1,201812,12044.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8814,3230,0,0,0
RBUNC1,201901,12044.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8814,3230,0,0
RBUNC1,201902,12044.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8814,3230,0
RBUNC1,201903,7452.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7452,0
RBUNC1,201904,6602.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201905,6602.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201906,6602.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201907,6602.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201908,11077.0,4475.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201909,11077.0,0.0,4475.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201910,11237.0,160.0,0.0,4475.0,0.0,0.0,0.0,0,0,0,0,0,0,6602
RBUNC1,201911,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUNC1,201912,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RBUNC1,202001,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201803,422.94,0.0,422.94,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201903,1641.6,1641.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201904,860.7,0.0,860.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201905,860.7,0.0,0.0,860.7,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201906,-860.7,-860.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201907,-860.7,-860.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201908,-860.7,-860.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201909,-860.7,-860.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201910,-860.7,-860.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201911,-860.7,-860.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,201912,7386.86,7386.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE01,202001,7529.3,142.44,7386.86,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE03,201806,176.7,176.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE03,201808,360.24,360.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE03,201812,76.38,76.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAE03,201901,8316.3,8316.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAEC1,201803,7611.0,7611.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAEC1,201804,7611.0,0.0,7611.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAEC1,201805,7611.0,0.0,0.0,7611.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAEC1,201806,7611.0,0.0,0.0,0.0,7611.0,0.0,0.0,0,0,0,0,0,0,0
RCAEC1,201807,7611.0,0.0,0.0,0.0,0.0,7611.0,0.0,0,0,0,0,0,0,0
RCAEC1,201808,7295.0,0.0,0.0,0.0,0.0,0.0,7295.0,0,0,0,0,0,0,0
RCAEC1,201809,7295.0,0.0,0.0,0.0,0.0,0.0,0.0,7295,0,0,0,0,0,0
RCAEC1,201810,7295.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7295,0,0,0,0,0
RCAEC1,201811,7295.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7295,0,0,0,0
RCAEC1,201812,7295.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7295,0,0,0
RCAR01,201803,3125.31,0.0,0.0,0.0,3125.31,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201804,683.43,0.0,0.0,0.0,0.0,683.43,0.0,0,0,0,0,0,0,0
RCAR01,201805,558.6,558.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201806,176.7,0.0,176.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201807,99.18,0.0,0.0,99.18,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201808,99.18,0.0,0.0,0.0,99.18,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201809,3407.46,3407.46,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201810,583.68,0.0,583.68,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201812,76.38,76.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCAR01,201907,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201808,132.24,132.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201809,132.24,0.0,132.24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201810,489.06,489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201812,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201901,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201902,-338.01,-338.01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201903,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201904,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201905,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201906,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201907,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201908,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201909,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201910,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201911,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,201912,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON01,202001,-489.06,-489.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201803,967.86,0.0,483.36,484.5,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201804,3040.15,2072.29,0.0,483.36,484.5,0.0,0.0,0,0,0,0,0,0,0
RCON02,201805,697.11,213.75,483.36,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201806,-483.36,-483.36,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201807,6495.15,6495.15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201808,276.45,276.45,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201809,-262.2,-262.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201810,-262.2,-262.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201811,-42.18,-42.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201812,-2.28,-2.28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201901,210.9,210.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201903,11803.67,11803.67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201904,363.66,0.0,363.66,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201905,3766.56,3402.9,0.0,363.66,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201907,131.04,131.04,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201909,1620.51,1620.51,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201910,5295.24,5295.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201911,5295.24,0.0,5295.24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,201912,381.84,381.84,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON02,202001,8935.98,8935.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON03,201803,-0.18,-0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON03,201804,-0.18,-0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON03,201805,-0.18,-0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON03,201806,-0.18,-0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON03,201807,-0.18,-0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201803,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201804,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201805,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201806,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201807,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201808,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201809,-450.12,-450.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201810,6200.64,6200.64,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201811,6200.64,0.0,6200.64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201903,133.38,133.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201904,133.38,0.0,133.38,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201905,564.3,564.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201906,564.3,0.0,564.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201908,8510.1,8510.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201909,6267.49,0.0,6267.49,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RCON05,201910,90.06,90.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDAR01,201806,14.25,14.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDAR01,201811,188.1,188.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDAR01,201812,188.1,0.0,188.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDAR01,201901,188.1,0.0,0.0,188.1,0.0,0.0,0.0,0,0,0,0,0,0,0
RDAR01,201911,644.1,644.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDAR01,201912,644.1,0.0,644.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201803,630.42,597.36,33.06,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201804,1156.53,526.11,597.36,33.06,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201805,1156.53,0.0,526.11,597.36,33.06,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201806,1156.53,0.0,0.0,526.11,597.36,33.06,0.0,0,0,0,0,0,0,0
RDOE01,201812,1293.9,1293.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201901,490.2,490.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201902,980.4,490.2,490.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201903,980.4,0.0,490.2,490.2,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201906,1681.5,1681.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201910,1521.84,1521.84,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOE01,201911,1521.84,0.0,1521.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOF01,201803,1505.94,0.0,598.5,907.44,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOF01,201804,1505.94,0.0,0.0,598.5,907.44,0.0,0.0,0,0,0,0,0,0,0
RDOF01,201805,1505.94,0.0,0.0,0.0,598.5,907.44,0.0,0,0,0,0,0,0,0
RDOF02,201803,5121.98,2897.88,531.24,0.0,1047.66,645.2,0.0,0,0,0,0,0,0,0
RDOF02,201804,5375.06,253.08,2897.88,531.24,0.0,1047.66,645.2,0,0,0,0,0,0,0
RDOF02,201805,5474.24,99.18,253.08,2897.88,531.24,0.0,1047.66,645,0,0,0,0,0,0
RDOF02,201806,6879.29,1405.05,99.18,253.08,2897.88,531.24,0.0,1047,645,0,0,0,0,0
RDOF02,201807,5186.43,0.0,1405.05,99.18,253.08,1205.02,531.24,0,1047,645,0,0,0,0
RDOF02,201808,5186.43,0.0,0.0,1405.05,99.18,253.08,1205.02,531,0,1047,645,0,0,0
RDOF02,201809,4686.43,0.0,0.0,0.0,1405.05,0.0,253.08,1205,531,0,1047,244,0,0
RDOF02,201810,4686.43,0.0,0.0,0.0,0.0,1405.05,0.0,253,1205,531,0,1047,244,0
RDOF02,201811,3686.43,0.0,0.0,0.0,0.0,0.0,1405.05,0,253,1205,531,0,292,0
RDOF02,201812,3686.43,0.0,0.0,0.0,0.0,0.0,0.0,1405,0,253,1205,531,0,292
RDOF02,201901,3686.43,0.0,0.0,0.0,0.0,0.0,0.0,0,1405,0,253,1205,531,292
RDOF02,201902,2686.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1405,0,253,1028,0
RDOF02,201903,2686.43,689.7,0.0,0.0,0.0,0.0,0.0,0,0,0,1405,0,253,338
RDOF02,201904,1343.21,0.0,689.7,0.0,0.0,0.0,0.0,0,0,0,0,653,0,0
RDOF02,201905,2240.09,2240.09,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOF02,201906,1550.39,0.0,1550.39,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOF02,201907,1800.05,249.66,0.0,1550.39,0.0,0.0,0.0,0,0,0,0,0,0,0
RDOF02,201908,1550.39,0.0,249.66,0.0,1300.73,0.0,0.0,0,0,0,0,0,0,0
RDOF02,201909,1550.39,0.0,0.0,249.66,0.0,1300.73,0.0,0,0,0,0,0,0,0
RDOF02,201910,1550.39,0.0,0.0,0.0,249.66,0.0,1300.73,0,0,0,0,0,0,0
RDOFC0,201803,5173.0,0.0,0.0,0.0,1902.0,3271.0,0.0,0,0,0,0,0,0,0
RDOFC0,201804,5190.0,17.0,0.0,0.0,0.0,1902.0,3271.0,0,0,0,0,0,0,0
